GFP_start,GFP_end,RFP_start,RFP_end
5,9
17,24
26,31
46,49
15,19
40,43
16,18
17,21
66,71
7,10
17,23
37,41
48,55
65,68
70,76
14,20
28,40
61,66
34,42
46,50
57,60
26,33
47,54
12,17
14,17
59,64
231,236
85,87
120,126
175,181
261,271
326,331
48,53
75,82
186,196
193,200
211,215
224,230
312,316
331,336
345,352
