GFP_start,GFP_end,RFP_start,RFP_end
60,63
66,71
16,18
19,23
51,54
65,67
6,8
14,16
71,72
18,20
26,28
30,33
44,46
66,69
72,77
76,79
85,87
91,94
106,109
128,130
127,127
148,151
168,171
178,181
185,187
186,190
225,228
222,225
240,242
265,267
332,335
350,351
352,355
365,368
378,382
381,385
28,32
37,41
78,79
103,105
