#                  frames                    t (s)                  x (pxl)                  y (pxl)                        f
                    136.0       -6.047999999999998     -0.14936301518660433      0.21792546346785477                 1.176646
                    137.0       -5.947199999999999      -0.3439471573447601     0.056522608695799254                 1.203755
                    138.0       -5.846399999999999     -0.07769208691124906     0.029400705122568274                 2.070502
                    139.0       -5.745599999999998   -0.0019451913094299515    0.0010790231158899252                 1.590926
                    140.0       -5.644799999999998     -0.29746170270037414       0.2179474110388964                 1.444331
                    141.0       -5.543999999999999     -0.16387564731549886    -0.018477856687966837                 1.592641
                    142.0       -5.443199999999997     -0.34333638409796663      0.10579841318481915                  1.08209
                    143.0       -5.342399999999998                      nan                      nan                      nan
                    144.0       -5.241599999999998     -0.16338565781927278     -0.22511469620913382                 1.845647
                    145.0       -5.140799999999999     0.039432257856654655     -0.14412879189937017                 1.527949
                    146.0       -5.039999999999999      -0.0646077993284138      0.18125819609173147                 1.600143
                    147.0       -4.939199999999998      -0.1556665744241886      0.03790127093268474                 1.475058
                    148.0       -4.838399999999998      0.14433566063791073     -0.24058658966045643                 1.621675
                    149.0       -4.737599999999999      -0.2579311883859522     -0.10201037741459194                 1.544134
                    150.0       -4.636799999999997      -0.2528582752362754       0.3084271750939247                 1.561852
                    151.0       -4.535999999999998     -0.15176586286754937      0.11881915051038938                 2.092316
                    152.0       -4.435199999999998     -0.06562531377853126    -0.052614043497208336                 1.769152
                    153.0       -4.334399999999999     -0.19063408591369074       0.1771535725374744                 1.784162
                    154.0       -4.233599999999999     -0.04143542150117047      0.11406833659021923                 1.831286
                    155.0       -4.132799999999998     -0.12858574382915666     -0.02368431814692093                 1.456525
                    156.0       -4.031999999999998   -0.0008984029595184295      0.07149040130969722                 1.846267
                    157.0      -3.9311999999999987        0.081421449232297      -0.3738468547930479                 1.628555
                    158.0      -3.8303999999999974     -0.19379578579905496      0.13464361398850203                 2.042045
                    159.0       -3.729599999999998      0.12409172006864709     0.027185437486205617                 2.146331
                    160.0      -3.6287999999999982      0.05808297798670484     -0.07566073943233818                 2.206957
                    161.0      -3.5279999999999987     -0.10361631015406426      -0.1042573234026844                 2.238141
                    162.0       -3.427199999999999     -0.04128590825070634      0.06050223415792301                 1.902771
                    163.0      -3.3263999999999996      0.03105229190333516  -0.00034527728237185133                 1.832145
                    164.0                  -3.2256     -0.07376717645867067      -0.0212104702435597                 2.075337
                    165.0       -3.124799999999997     -0.08214756744850926      0.05171165638383343                 1.784647
                    166.0      -3.0239999999999974     0.032012383342104815      0.08156756728078841                 1.894973
                    167.0       -2.923199999999998      0.06924459888705028      -0.3774672637022184                 2.106292
                    168.0      -2.8223999999999982     -0.07172389111694177      0.00888900302448959                 2.164931
                    169.0      -2.7215999999999987     -0.11075682197480935     -0.23555093334978008                 1.665263
                    170.0       -2.620799999999999     -0.14211396664271908     -0.07871865801311126                 1.447089
                    171.0      -2.5199999999999996     -0.21293564294391812      -0.0931749608215259                 1.633207
                    172.0      -2.4191999999999965      0.05826301536265591      -0.0523913270731125                 1.777538
                    173.0       -2.318399999999997     -0.03215343192545064      0.14356848856467197                 1.740345
                    174.0      -2.2175999999999974    -0.043117664605028985   -0.0029599102484791986                 1.550991
                    175.0       -2.116799999999998     -0.34287841219048604       -0.268007078495979                 1.467434
                    176.0      -2.0159999999999982     -0.07923275791173214    -0.003804748960580133                 1.713623
                    177.0      -1.9151999999999987      0.05267299066169566     -0.04347728282581211                 1.582874
                    178.0      -1.8143999999999991      0.04415844591302959     -0.39390599506943796                 1.692671
                    179.0      -1.7135999999999996     -0.09782426011020699      0.21538914208111432                 1.894616
                    180.0                  -1.6128     -0.09771447188687708     -0.06529760028935003                 2.151701
                    181.0       -1.511999999999997     -0.09330460824157899     -0.16420499269572533                 1.898267
                    182.0      -1.4111999999999973      0.08222583761594965     -0.11771979365282799                 2.433506
                    183.0      -1.3103999999999978      0.26601023346777447     -0.03401662820267114                 2.490838
                    184.0      -1.2095999999999982        0.309021020831209     -0.04732113196560611                 1.954173
                    185.0      -1.1087999999999987      0.05228571735539367      -0.1025498959675035                 2.373758
                    186.0      -1.0079999999999991     -0.05887176844717112    -0.014052571657340165                 2.386468
                    187.0      -0.9071999999999996        0.069532796648113      0.10957647976138263                 2.254876
                    188.0      -0.8063999999999965    -0.010892660028717596      0.07076140841889639                 1.927691
                    189.0      -0.7055999999999969    -0.060649117821378204    -0.011237753332486493                 2.174528
                    190.0      -0.6047999999999973     -0.08709613994590498       -0.263103041035541                 1.741837
                    191.0      -0.5039999999999978     -0.12486767786747889     -0.13492022599373626                 1.724792
                    192.0      -0.4031999999999982     -0.06620444171177177     -0.21130435175777812                 2.079979
                    193.0     -0.30239999999999867     -0.09578971061375395      0.03216076170202779                 2.607154
                    194.0      -0.2015999999999991       0.2929086759216759     -0.08053723913541114                 1.823953
                    195.0     -0.10079999999999956      0.23239307991548797     -0.06269410877616212                 1.866635
                    196.0                      0.0    -0.004950021773002258      0.13347395360373981                 2.035101
                    197.0      0.10080000000000311     -0.09602537517722219     0.011400034180735603                 1.912483
                    198.0      0.20160000000000267      0.08341849353748566     -0.12865063258920195                 2.192762
                    199.0       0.3024000000000022      0.07646927277474207      0.01266736520582765                 2.101906
                    200.0       0.4032000000000018     -0.18382053232645795      0.22324922356351656                 2.202527
                    201.0       0.5040000000000013      0.08103719708703577     0.007164310374441318                 2.460374
                    202.0       0.6048000000000009     -0.10325555363266525    -0.055763058187797795                 2.250913
                    203.0       0.7056000000000004       0.2378528443429872       0.1328359952548977                 1.903875
