[cm],Mean
0,164.972976685
1,183.864868164
2,174.918914795
3,179.945953369
4,144.837844849
5,224.783782959
6,183.459457397
7,203.702697754
8,170.216217041
9,263.000000000
10,161.108108521
11,262.135131836
12,152.513519287
13,154.864868164
14,218.027023315
15,223.864868164
16,175.486480713
17,187.621627808
18,259.270263672
19,179.702697754
20,202.675674438
21,154.837844849
22,153.054046631
23,136.054046631
24,197.702697754
25,188.810806274
26,211.054046631
27,211.810806274
28,254.810806274
29,425.864868164
30,689.486511230
31,1221.405395508
32,2011.837890625
33,2486.810791016
34,2156.432373047
35,2342.918945312
36,1731.729736328
37,1869.486450195
38,1501.486450195
39,1391.243286133
40,1311.162109375
41,640.216186523
42,391.702697754
43,481.081085205
44,361.756744385
45,249.081085205
46,239.945953369
47,174.675674438
48,308.891906738
49,162.162155151
50,224.837844849
51,169.486480713
52,195.513519287
53,154.216217041
54,296.810821533
55,142.459457397
