[cm],Mean
0,335.378387451
1,303.081085205
2,331.486480713
3,451.081085205
4,346.000000000
5,411.891906738
6,520.054077148
7,361.432434082
8,414.216217041
9,511.783782959
10,260.729736328
11,517.675659180
12,374.216217041
13,479.486480713
14,453.864868164
15,1163.000000000
16,2603.702636719
17,2872.378417969
18,2794.486572266
19,2691.162109375
20,1564.973022461
21,549.702697754
22,435.864868164
23,506.324310303
24,437.297302246
25,518.432434082
