[cm],Mean
0,333.540527344
1,429.702697754
2,375.702697754
3,439.729736328
4,571.054077148
5,872.135131836
6,1024.918945312
7,1112.973022461
8,1690.729736328
9,1444.945922852
10,1671.054077148
11,1699.648681641
12,2173.783691406
13,2045.108154297
14,2491.675781250
15,2421.000000000
16,3524.000000000
17,3050.675781250
18,3053.648681641
19,2995.513427734
20,2886.648681641
21,699.324340820
22,361.162170410
23,379.459472656
24,347.837829590
25,380.648651123
26,281.486480713
