[cm],Mean
0,399.675689697
1,535.864868164
2,569.108093262
3,490.702697754
4,626.891906738
5,488.378387451
6,515.324340820
7,1017.864868164
8,1518.189208984
9,1811.810791016
10,2050.378417969
11,2285.297363281
12,3438.864746094
13,3557.513427734
14,3912.459472656
15,2375.810791016
16,744.540527344
17,320.918914795
18,543.513488770
19,545.594604492
20,580.567565918
