[cm],Mean
0,364.162170410
1,419.810821533
2,349.027038574
3,342.081085205
4,373.486480713
5,377.432434082
6,491.324310303
7,555.162170410
8,573.918945312
9,432.513519287
10,920.945922852
11,1443.810791016
12,1266.378417969
13,1249.837890625
14,1547.513549805
15,2627.621582031
16,3044.108154297
17,3519.702636719
18,3416.459472656
19,1188.729736328
20,626.135131836
21,400.027038574
22,457.405395508
23,455.486480713
24,249.729736328
25,322.351348877
