[cm],Mean
0,329.027038574
1,553.783813477
2,483.081085205
3,327.054046631
4,452.918914795
5,411.027038574
6,319.378387451
7,463.135131836
8,319.810821533
9,536.378356934
10,501.243255615
11,325.891906738
12,1375.621582031
13,3166.675781250
14,2458.837890625
15,3129.459472656
16,2723.243164062
17,1477.054077148
18,1249.432373047
19,482.297302246
20,256.756744385
