,Time (s),FI (a.u.)
0,11.936,0.04367870368975339
1,13.1296,0.04974232299453884
2,14.3232,0.0
3,15.5168,0.03212403091423995
4,16.7104,0.09160047870534914
5,17.904,0.0369250130397078
6,19.0976,0.10902789893021363
7,20.2912,0.06076844476990683
8,21.4848,0.10378647007052137
9,22.6784,0.03172761559116176
10,23.872,0.08484679634446388
11,25.0656,0.07224970146785634
12,26.2592,0.1650834658411169
13,27.4528,0.18679803024714184
14,28.6464,0.1977653992669085
15,29.84,0.10681094391735264
16,31.0336,0.15721396187935097
17,32.227199999999996,0.36177709978522865
18,33.4208,0.8175772016232488
19,34.6144,0.9526507825287582
20,35.808,1.0
21,37.001599999999996,0.7602149495441043
22,38.1952,0.2784572036855998
23,39.3888,0.1415336735558656
24,40.5824,0.1464374232708468
25,41.775999999999996,0.11272774764424438
26,42.9696,0.05884512091283329
