[cm],Mean
0,927.783813477
1,458.675689697
2,383.297302246
3,510.756744385
4,379.216217041
5,492.459472656
6,320.567565918
7,174.594589233
8,451.243255615
9,361.945953369
10,487.648651123
11,2190.972900391
12,2546.324218750
13,3069.810791016
14,3217.864746094
15,1880.783813477
16,749.567565918
17,789.675659180
18,302.621612549
19,389.621612549
20,399.378387451
