,Time (s),FI (a.u.)
0,19.0976,0.20149057312016055
1,20.2912,0.170246524122962
2,21.4848,0.15153274490574353
3,22.6784,0.12425993340442065
4,23.872,0.16520540247280327
5,25.0656,0.3230939271655072
6,26.2592,0.507303276950152
7,27.4528,0.4146772556913622
8,28.6464,0.4473085176461949
9,29.84,0.6206014535637076
10,31.0336,0.7052668585659011
11,32.227199999999996,0.6027490568104029
12,33.4208,1.0
13,34.6144,0.7162920790702639
14,35.808,0.6133843425015398
15,37.001599999999996,0.1157825163355278
16,38.1952,0.003944046074191919
17,39.3888,0.0009882791766116325
18,40.5824,0.06397505719421188
19,41.775999999999996,0.0
20,42.9696,0.007271545093570842
