[cm],Mean
0,238.297302246
1,286.837829590
2,421.486480713
3,541.027038574
4,198.972976685
5,327.459472656
6,331.486480713
7,386.837829590
8,519.540527344
9,510.702697754
10,283.702697754
11,294.189178467
12,349.459472656
13,656.891906738
14,501.432434082
15,427.621612549
16,543.459472656
17,472.891906738
18,273.324310303
19,425.081085205
20,561.351379395
21,533.216186523
22,520.027038574
23,804.702697754
24,411.378387451
25,364.189178467
26,361.027038574
27,516.162170410
28,518.648620605
29,635.054077148
30,440.594604492
31,661.351379395
32,415.540527344
33,426.108093262
34,757.270263672
35,620.513488770
36,549.891906738
37,594.756774902
38,734.756774902
39,740.567565918
40,1057.405395508
41,646.756774902
42,953.918945312
43,448.216217041
44,476.540527344
45,522.486511230
46,771.459472656
47,735.783813477
48,615.945922852
49,524.351379395
50,499.081085205
51,740.378356934
52,798.162170410
53,1072.594604492
54,608.891906738
55,751.378356934
56,506.972961426
57,640.594604492
58,665.513488770
59,750.918945312
60,620.135131836
61,937.675659180
62,867.837829590
63,949.729736328
64,790.081054688
65,996.594604492
66,1079.783813477
67,781.405395508
68,960.405395508
69,730.000000000
70,1020.135131836
71,1011.459472656
72,939.756774902
73,984.810791016
74,791.810791016
75,1047.297241211
76,1081.837890625
77,720.594604492
78,831.216186523
79,829.486511230
80,828.594604492
81,816.351379395
82,982.513488770
83,910.432434082
84,1013.297302246
85,795.621643066
86,1010.189208984
87,1146.297241211
88,1333.918945312
89,947.243225098
90,925.108093262
91,1153.756713867
92,1234.081054688
93,924.594604492
94,990.702697754
95,983.540527344
96,1199.216186523
97,1383.918945312
98,1257.108154297
99,1302.486450195
100,906.297302246
101,1096.189208984
102,1257.594604492
103,1691.864868164
104,1515.026977539
105,1427.783813477
106,1452.729736328
107,1325.486450195
108,1339.567626953
109,1434.026977539
110,1451.324340820
111,1400.000000000
112,1492.864868164
113,1423.702758789
114,1664.621582031
115,1317.297241211
116,1580.405395508
117,1473.648681641
118,1994.135131836
119,1908.567626953
120,1595.000000000
121,1348.783813477
122,1357.648681641
123,1447.945922852
124,1537.324340820
125,1824.621582031
126,1329.432373047
127,1366.270263672
128,1574.594604492
129,1448.081054688
130,1708.351318359
131,1541.216186523
132,1685.702758789
133,1701.270263672
134,1765.189208984
135,1861.351318359
136,1914.594604492
137,1792.000000000
138,1728.783813477
139,1807.891845703
140,1798.918945312
141,1839.973022461
142,1708.540527344
143,2115.756835938
144,2027.729736328
145,1774.513549805
146,2080.324218750
147,1866.702758789
148,1699.000000000
149,1942.729736328
150,2084.405517578
151,1756.405395508
152,2198.837890625
153,2019.837890625
154,1987.783813477
155,2075.243164062
156,1976.486450195
157,2366.108154297
158,2511.378417969
159,2628.918945312
160,2942.162109375
161,2150.162109375
162,2084.567626953
163,2278.270263672
164,2660.135253906
165,2524.918945312
166,2855.648681641
167,3495.135253906
168,3107.783691406
169,3420.000000000
170,3379.216308594
171,2883.351318359
172,2331.324218750
173,2527.081054688
174,2326.891845703
175,1850.729736328
176,1854.243286133
177,1132.189208984
178,404.216217041
179,382.108093262
180,280.486480713
181,124.054054260
182,263.162170410
183,100.135131836
