[cm],Mean
0,322.783782959
1,459.324310303
2,506.405395508
3,562.540527344
4,601.000000000
5,361.108093262
6,548.702697754
7,397.621612549
8,326.162170410
9,473.891906738
10,422.108093262
11,879.108093262
12,1136.513549805
13,523.351379395
14,482.540527344
15,482.621612549
16,421.810821533
17,498.837829590
18,571.621643066
19,521.027038574
20,796.243225098
21,1017.108093262
22,1003.108093262
23,1006.324340820
24,471.027038574
25,777.054077148
26,717.432434082
27,615.108093262
28,405.000000000
29,574.513488770
30,536.027038574
31,430.270263672
32,405.783782959
33,444.810821533
34,393.459472656
35,476.027038574
36,469.567565918
37,445.864868164
38,612.081054688
39,376.783782959
40,474.486480713
41,465.000000000
42,416.702697754
43,347.675689697
44,414.783782959
45,456.378387451
46,385.864868164
47,422.432434082
48,528.945922852
49,431.945953369
50,411.513519287
51,334.513519287
52,452.648651123
53,673.189208984
54,507.054046631
55,511.567565918
56,442.216217041
57,505.810821533
58,419.027038574
59,551.432434082
60,417.270263672
61,507.108093262
62,341.189178467
63,354.351348877
64,444.243255615
65,375.810821533
66,538.837829590
67,465.540527344
68,485.189178467
69,451.594604492
70,315.054046631
71,500.081085205
72,585.756774902
73,567.972961426
74,474.486480713
75,503.702697754
76,474.108093262
77,562.297302246
78,461.891906738
79,511.432434082
80,431.054046631
81,477.621612549
82,376.405395508
83,376.621612549
84,518.729736328
85,399.513519287
86,566.891906738
87,612.324340820
88,495.567565918
89,467.054046631
90,529.432434082
91,448.405395508
92,497.270263672
93,596.027038574
94,502.405395508
95,1558.540527344
96,3401.459472656
97,6291.837890625
98,7532.973144531
99,9651.675781250
100,9746.027343750
101,10793.513671875
102,9887.784179688
103,6775.054199219
104,4308.216308594
105,2281.351318359
106,665.108093262
107,499.162170410
108,346.621612549
109,449.432434082
