[cm],Mean
0,394.756744385
1,463.972961426
2,457.270263672
3,381.351348877
4,431.810821533
5,430.081085205
6,446.513519287
7,362.108093262
8,359.513519287
9,505.216217041
10,298.702697754
11,362.702697754
12,287.081085205
13,318.837829590
14,337.567565918
15,329.297302246
16,447.162170410
17,394.810821533
18,292.216217041
19,313.378387451
20,361.189178467
21,400.405395508
22,214.486480713
23,400.297302246
24,365.486480713
25,505.702697754
26,557.918945312
27,370.081085205
28,329.945953369
29,301.405395508
30,224.459457397
31,265.189178467
32,502.702697754
33,812.351379395
34,922.351379395
35,1236.891845703
36,1122.864868164
37,980.162170410
38,625.351379395
39,463.027038574
40,397.378387451
41,407.135131836
42,348.621612549
43,504.486480713
44,366.162170410
45,374.459472656
46,379.972961426
47,466.972961426
48,397.216217041
49,311.729736328
50,414.432434082
51,417.432434082
52,392.135131836
53,420.216217041
54,514.810791016
55,284.378387451
56,458.432434082
57,329.108093262
58,339.513519287
59,1105.648681641
60,2018.783813477
61,3789.216308594
62,3968.702636719
63,5552.243164062
64,6335.837890625
65,6659.026855469
66,6040.945800781
67,1510.243286133
68,804.702697754
69,515.621643066
70,408.972961426
