[cm],Mean
0,273.243255615
1,270.000000000
2,236.432434082
3,207.297302246
4,210.540542603
5,314.189178467
6,267.972961426
7,321.594604492
8,256.648651123
9,282.675689697
10,334.729736328
11,213.783782959
12,572.783813477
13,447.162170410
14,471.891906738
15,547.351379395
16,617.702697754
17,456.567565918
18,527.486511230
19,448.378387451
20,445.945953369
21,865.486511230
22,696.918945312
23,741.162170410
24,779.135131836
25,842.000000000
26,844.675659180
27,782.891906738
28,1011.513488770
29,781.351379395
30,1021.513488770
31,961.783813477
32,619.054077148
33,580.270263672
34,798.108093262
35,582.918945312
36,1191.432373047
37,983.783813477
38,1220.081054688
39,1071.054077148
40,1206.459472656
41,1351.054077148
42,988.108093262
43,845.324340820
44,878.567565918
45,907.054077148
46,1065.216186523
47,1154.540527344
48,1099.864868164
49,1017.648620605
50,844.486511230
51,1475.081054688
52,1879.756713867
53,1684.810791016
54,1595.675659180
55,1049.351318359
56,1369.162109375
57,922.972961426
58,1223.513549805
59,1583.675659180
60,1407.864868164
61,968.702697754
62,1171.054077148
63,1171.405395508
64,1455.540527344
65,1602.324340820
66,1461.756713867
67,1425.783813477
68,1306.378417969
69,1748.891845703
70,1437.810791016
71,1685.000000000
72,1584.540527344
73,1876.864868164
74,1704.648681641
75,1674.243286133
76,1855.432373047
77,1735.405395508
78,1266.216186523
79,1544.567626953
80,1132.081054688
81,1555.162109375
82,1562.189208984
83,2123.540527344
84,1762.243286133
85,2155.162109375
86,1673.756713867
87,1907.297241211
88,1864.783813477
89,1767.973022461
90,1771.108154297
91,1904.243286133
92,1826.486450195
93,1661.162109375
94,1994.973022461
95,1758.702758789
96,2404.837890625
97,2303.162109375
98,2103.513427734
99,2300.297363281
100,2195.756835938
101,2126.891845703
102,2370.837890625
103,1971.486450195
104,1514.675659180
105,1093.270263672
106,479.864868164
107,231.729736328
108,236.351348877
109,238.351348877
