[cm],Mean
0,215.810806274
1,273.756744385
2,221.972976685
3,176.081085205
4,418.108093262
5,410.756744385
6,658.297302246
7,392.351348877
8,552.432434082
9,463.054046631
10,385.378387451
11,334.216217041
12,466.567565918
13,508.837829590
14,563.729736328
15,586.729736328
16,683.027038574
17,649.432434082
18,450.324310303
19,449.054046631
20,728.783813477
21,819.810791016
22,612.702697754
23,543.000000000
24,745.513488770
25,877.486511230
26,733.000000000
27,707.108093262
28,582.324340820
29,672.108093262
30,739.621643066
31,838.756774902
32,628.621643066
33,831.891906738
34,608.540527344
35,712.216186523
36,859.243225098
37,737.324340820
38,894.216186523
39,860.891906738
40,923.243225098
41,1083.837890625
42,1035.810791016
43,1074.918945312
44,1198.026977539
45,990.540527344
46,1041.864868164
47,991.459472656
48,1017.243225098
49,1390.486450195
50,1247.864868164
51,1189.351318359
52,1138.973022461
53,1219.081054688
54,1331.973022461
55,1321.054077148
56,1425.324340820
57,1330.405395508
58,1603.621582031
59,1459.108154297
60,1535.810791016
61,1655.783813477
62,1619.135131836
63,1272.783813477
64,1173.675659180
65,1277.000000000
66,887.810791016
67,332.837829590
68,347.405395508
69,287.324310303
70,404.729736328
