#                  t (s)                 x (pxl)                 y (pxl)                       f                       n             x_err (pxl)             y_err (pxl)                   f_err
       44.51200000000001      0.5008607203957005    -0.05562846961776396                1.017683                    21.0     0.06694868567862164     0.03957047457949388     0.08181649167578295
       44.61600000000001      0.5303283228587259    -0.10508755637546087      1.0208024999999998                    20.0     0.05184329527212221     0.04255168789295202     0.08423544256941873
      44.720000000000006      0.5668693212753672    -0.11303306470464285                0.950916                    24.0      0.0347005488731198    0.055853600761676774     0.10890724649326015
      44.824000000000005      0.5286072752437317    -0.03994449431703539                0.998041                    32.0    0.046994472757141005    0.040785718429913645     0.03678250559817261
      44.928000000000004      0.6222067897225558    -0.07172079784986297      1.0948829999999998                    32.0    0.040701913095366145    0.023350735568980756     0.04952685155802646
      45.032000000000004      0.6207957995518427    -0.09003616162838043                1.084357                    37.0     0.03183520058785728    0.031409056388250284    0.054784732716445884
                  45.136      0.6278683641819427   -0.005642046666707952                1.089839                    39.0     0.03555287103042519    0.023990837009238295    0.052599673544209885
                   45.24      0.6407194513838897    -0.04250671120113895      1.2360025000000001                    40.0    0.027872959663799008    0.027954954786493354     0.04634980343319872
                  45.344      0.6394359997749461    -0.04447440343172971               1.2222575                    42.0    0.032222292043878144      0.0230797728114954     0.04500812426759477
                  45.448      0.5496967721369926    -0.07078777665670923                1.263634                    47.0    0.026967040501834218    0.026326318163703333     0.05334038998677207
                  45.552       0.601172685702986    -0.06150318164656857                1.405582                    47.0    0.024102454975137372    0.019213307121019547     0.07128430046219249
                  45.656      0.5772393617715297   -0.013426468447114929      1.3832214999999999                    50.0     0.02471207940216175     0.01591578625519267     0.06049667065590549
                   45.76       0.571813061465819    -0.05363507965301749                1.435411                    50.0    0.026090072288435986    0.017686764109185238     0.07518005682366004
                  45.864      0.5822864679517001   -0.038499225282551355                1.618451                    51.0     0.02315868448000499    0.018586701015382297     0.08437275391457556
      45.967999999999996      0.5620062309953077    -0.06786266578266069                1.600915                    52.0      0.0214854024144937    0.018391902802978408     0.07664034523110194
      46.071999999999996      0.5660446211809372    -0.03869748679678012               1.7218565                    52.0    0.022914648746203147     0.01650850727650662       0.087992939875518
      46.175999999999995      0.5346935637423399    -0.06572603281679266                1.730301                    53.0    0.020585424071846537    0.015800304665392357     0.08320233754876227
                   46.28      0.5484165519171058    -0.05882567446211741                1.765266                    53.0    0.023525232001125464    0.014040767121533725     0.08391348604497155
                  46.384      0.5520953099417409    -0.03274007472937558                1.852229                    53.0    0.022480608186448096    0.016627352217791665     0.07756732068446955
                  46.488      0.5415800589971226    -0.03604299457453858                2.005797                    53.0    0.021414313613843414    0.014042076218416227     0.08021478072190376
                  46.592      0.5250190339168552    -0.03640985031013718                2.028663                    53.0    0.013030800169143325     0.01656501406330371      0.0835921251265814
                  46.696     0.49721719240388845   -0.017171479674412262                2.046144                    53.0     0.02233383094667837     0.01783968816353651     0.09948604963593188
                    46.8       0.504493131049771    -0.02559915976929257               2.1793945                    52.0    0.016532722705196245    0.015263438086815732     0.08448098983443292
      46.903999999999996     0.48335192882589567    -0.04266247518356451                2.331913                    53.0    0.012820067713968215     0.01144483963617015     0.10286746705605168
      47.007999999999996     0.46722918106461114    -0.04673030772584572                2.523767       52.99999999999999    0.016960756674339838    0.009837118244750207     0.11146071503601904
      47.111999999999995     0.42832296936874864   -0.052789719149694124                2.492869                    53.0     0.01672800345173136    0.010865904231334088     0.11653528497546423
                  47.216     0.44628596306584806   -0.029907519343252736                2.523383                    53.0    0.015720159710952097    0.013401350374546971     0.09947118312956775
                   47.32      0.4457509615060972   -0.046163412171966324                2.607887                    53.0    0.012363771744940511    0.011579709633969561      0.0920409847091226
                  47.424     0.42060986133186634    -0.03305107227916583                2.712474                    53.0    0.009343444102401713     0.01309933456123567      0.1300485319588449
                  47.528      0.3852113092990594   -0.019270544522266814                2.811865                    53.0    0.013178251706920349     0.01237846174629827      0.1344382243516829
                  47.632      0.4098474990948234    -0.01917476718240934                2.848093                    53.0    0.012203596575238916     0.01307783657798268     0.12348120185983107
                  47.736     0.40926117872997025      -0.023041179044094                2.798046                    53.0    0.016657120981090043    0.015234344092965318     0.14103508381265278
      47.839999999999996      0.3613561409088321   -0.025149770750141905                2.859927                    53.0     0.01250395397246466     0.01225555010166165     0.12261446417372947
      47.943999999999996     0.34338423801835616    0.007281103044793185                3.051502                    53.0     0.01265147097006884    0.016983325195493136      0.1219004645667107
      48.047999999999995      0.3603088877095741   -0.026090347096608325                2.997005                    53.0     0.01361491857611159    0.009426331651869823     0.14490261562579992
                  48.152      0.3398046369907062    -0.03135579927900181                3.077034                    53.0    0.014019820780980572     0.01621557378504346      0.1446209666079714
