 ,Cell Name,Number of Surfels,Center X,Center Y,Center Z,Frame,Channel,Mesh ?,Euler characteristic,Free edges,Surface,Volume,Real Surface,Real Volume
1,cell_60,868,321.874450684,295.979675293,6.864973068,1,1,YES,2,0,3223.909667969,15595.294921875,82.532085415,63.878327839
2,cell_61,862,398.281311035,150.645477295,7.349090576,1,1,YES,2,0,3208.355468750,16343.519531250,82.133897925,66.943055831
