[cm],Mean
0,311.189178467
1,283.621612549
2,273.675689697
3,525.297302246
4,579.135131836
5,409.783782959
6,889.729736328
7,722.405395508
8,794.189208984
9,1172.270263672
10,1428.405395508
11,2022.486450195
12,2928.864746094
13,3469.324218750
14,3601.081054688
15,4139.324218750
16,3226.216308594
17,1696.891845703
18,895.459472656
19,474.675689697
20,450.648651123
21,380.297302246
22,338.621612549
23,320.486480713
24,266.297302246
