[cm],Mean
0,458.324310303
1,369.702697754
2,277.972961426
3,297.297302246
4,288.540527344
5,390.621612549
6,388.189178467
7,1315.324340820
8,3844.324218750
9,5650.756835938
10,6723.621582031
11,4553.324218750
12,2735.324218750
13,2573.486572266
14,715.054077148
15,500.486480713
16,418.027038574
17,528.783813477
18,379.621612549
19,344.081085205
20,390.405395508
