,Time (s),FI (a.u.)
0,2.3872,0.0
1,3.5808,0.02159009207005829
2,4.7744,0.05296927736761758
3,5.968,0.01249418619274915
4,7.1616,0.07489750367187953
5,8.3552,0.11033432841652911
6,9.5488,0.18524029391563598
7,10.7424,0.22870789382502565
8,11.936,0.3004691713324071
9,13.1296,0.3057948630772393
10,14.3232,0.5856037888140122
11,15.5168,0.8120123898904166
12,16.7104,0.9741240091423854
13,17.904,0.9129041734147996
14,19.0976,1.0
15,20.2912,0.47307158548835515
16,21.4848,0.16446173068971745
17,22.6784,0.06099159547748769
18,23.872,0.02530115454608552
19,25.0656,0.032182257087141855
20,26.2592,0.012637898850055855
