,Time (s),FI (a.u.)
0,1.1936,0.0
1,2.3872,0.01807146565270717
2,3.5808,0.018566476982571453
3,4.7744,0.08072256635630072
4,5.968,0.02840211751402977
5,7.1616,0.059229080121968605
6,8.3552,0.05981017650464025
7,9.5488,0.12844445164305224
8,10.7424,0.13020210315068304
9,11.936,0.19687784815750647
10,13.1296,0.41674859915032814
11,14.3232,0.7917297424774515
12,15.5168,1.0
13,16.7104,0.9177924118046402
14,17.904,0.9801493879033024
15,19.0976,0.443428922452968
16,20.2912,0.11898186794187617
17,21.4848,0.08674161833860355
18,22.6784,0.03244111607616569
19,23.872,0.025044662746988716
20,25.0656,0.00064566624761043
21,26.2592,0.05539812921293186
22,27.4528,0.015488808762709765
23,28.6464,0.007489719561659539
