[cm],Mean
0,551.459472656
1,362.189178467
2,402.621612549
3,211.594589233
4,192.648651123
5,215.675674438
6,286.297302246
7,1105.405395508
8,2794.162109375
9,4914.135253906
10,6477.594726562
11,6709.162109375
12,7020.351562500
13,7024.892089844
14,4252.216308594
15,1964.081054688
16,661.027038574
17,426.891906738
18,484.000000000
19,247.702697754
20,291.918914795
21,232.216217041
22,213.378372192
23,341.837829590
24,728.972961426
25,296.621612549
