[cm],Mean
0,238.540542603
1,306.621612549
2,308.486480713
3,542.648620605
4,345.540527344
5,461.675689697
6,463.864868164
7,722.432434082
8,729.054077148
9,980.243225098
10,1808.567626953
11,3221.243164062
12,4005.864746094
13,3696.162109375
14,3931.081054688
15,1909.081054688
16,686.783813477
17,565.324340820
18,360.756744385
19,332.891906738
20,240.972976685
21,447.243255615
22,296.891906738
23,266.756744385
