,Time (s),FI (a.u.)
0,1.1936,0.0033939184667928224
1,2.3872,0.0035872423772160557
2,3.5808,0.0
3,4.7744,0.008202480853961115
4,5.968,0.024687226702975372
5,7.1616,0.038247557732869655
6,8.3552,0.01975898810433934
7,9.5488,0.00949131038834249
8,10.7424,0.0034460868862212246
9,11.936,0.021566418019974085
10,13.1296,0.1020170126253171
11,14.3232,0.4061532432456485
12,15.5168,0.7938209816189419
13,16.7104,1.0
14,17.904,0.7802176643103941
15,19.0976,0.2403176547395973
16,20.2912,0.2594046158202593
17,21.4848,0.1095290571296454
18,22.6784,0.03968061617659709
19,23.872,0.0836419896962449
20,25.0656,0.14474479151857686
21,26.2592,0.031877057759918254
22,27.4528,0.01623925525155243
23,28.6464,0.009908647349090272
