,Time (s),FI (a.u.)
0,4.7744,0.03428052112011497
1,5.968,0.011743803600720781
2,7.1616,0.03815347812688738
3,8.3552,0.04255393260374447
4,9.5488,0.07741747373725523
5,10.7424,0.12004776012421227
6,11.936,0.2187040115156637
7,13.1296,0.41005442216323956
8,14.3232,0.6683764388941577
9,15.5168,0.9119561760553577
10,16.7104,1.0
11,17.904,0.8059704630335669
12,19.0976,0.4580707283376655
13,20.2912,0.23130153544862225
14,21.4848,0.014214723320697054
15,22.6784,0.0
16,23.872,0.04067297664379779
17,25.0656,0.04184596825451743
18,26.2592,0.062217165513224405
19,27.4528,0.027783948582112028
20,28.6464,0.029421975291361674
