[cm],Mean
0,271.000000000
1,272.702697754
2,241.108108521
3,313.351348877
4,458.540527344
5,577.972961426
6,415.135131836
7,324.702697754
8,271.459472656
9,431.054046631
10,1139.621582031
11,3818.297363281
12,7232.675781250
13,9048.594726562
14,7112.864746094
15,2357.702636719
16,2525.810791016
17,1205.783813477
18,590.594604492
19,977.783813477
20,1515.945922852
21,521.864868164
22,384.135131836
23,328.378387451
