,Time (s),FI (a.u.)
0,0.0,0.021101331494730466
1,1.1936,0.020452536945387078
2,2.3872,0.03637894219613323
3,3.5808,0.05736828136622057
4,4.7744,0.10502392073427934
5,5.968,0.03915950023175278
6,7.1616,0.03641370091580435
7,8.3552,0.03312337448839651
8,9.5488,0.0
9,10.7424,0.004379378470115779
10,11.936,0.009998417019677366
11,13.1296,0.07714112203515967
12,14.3232,0.38876422924737175
13,15.5168,0.6827964677701102
14,16.7104,0.8000548320873765
15,17.904,1.0
16,19.0976,0.44639126488388997
17,20.2912,0.35485304495384573
18,21.4848,0.26205198156294884
19,22.6784,0.08709320063605114
20,23.872,0.05038599545155028
21,25.0656,0.06835534216349932
22,26.2592,0.03628239746465461
23,27.4528,0.04730421262103977
24,28.6464,0.043735833878521736
