,Time (s),FI (a.u.)
0,4.7744,0.027980325874492354
1,5.968,0.014231265420638163
2,7.1616,0.0
3,8.3552,0.0029980444106471036
4,9.5488,0.0016394883649441202
5,10.7424,0.01747669749835458
6,11.936,0.01709932134504951
7,13.1296,0.1609382453889695
8,14.3232,0.5532959469623177
9,15.5168,0.8335520892865088
10,16.7104,1.0
11,17.904,0.6632926349191385
12,19.0976,0.3812418892132145
13,20.2912,0.35613384252778885
14,21.4848,0.06781026106895893
15,22.6784,0.03452150937543885
16,23.872,0.021728469141225747
17,25.0656,0.0389116544841159
18,26.2592,0.01577011982906681
19,27.4528,0.010256240709068472
20,28.6464,0.017443152846182756
