[cm],Mean
0,115.756759644
1,108.324325562
2,137.135131836
3,172.000000000
4,167.567565918
5,134.945953369
6,101.243240356
7,119.918922424
8,134.675674438
9,111.621620178
10,201.783782959
11,142.324325562
12,157.783782959
13,97.702705383
14,141.135131836
15,81.756759644
16,62.297298431
17,61.648647308
18,152.837844849
19,93.918922424
20,128.729736328
21,135.702697754
22,113.540542603
23,170.081085205
24,131.648651123
25,119.459457397
26,133.675674438
27,135.378372192
28,186.378372192
29,144.297302246
30,136.108108521
31,163.810806274
32,146.837844849
33,182.351348877
34,116.729728699
35,135.945953369
36,119.810813904
37,96.324325562
38,106.243240356
39,111.729728699
40,114.702705383
41,146.702697754
42,109.810813904
43,105.783782959
44,117.864868164
45,180.594589233
46,146.297302246
47,170.891891479
48,131.756759644
49,109.054054260
50,217.972976685
51,162.648651123
52,127.702705383
53,160.702697754
54,116.027023315
55,128.378372192
56,150.810806274
57,105.864868164
58,114.648651123
59,183.108108521
60,129.432434082
61,149.864868164
62,170.432434082
63,157.648651123
64,128.756759644
65,158.837844849
66,151.594589233
67,128.189193726
68,128.351348877
69,94.378379822
70,88.459457397
71,119.540542603
72,127.459457397
73,124.918922424
74,124.810813904
75,128.648651123
76,155.405410767
77,153.270263672
78,116.702705383
79,125.081077576
80,99.891891479
81,169.162155151
82,90.081077576
83,162.918914795
84,168.783782959
85,215.324325562
86,92.054054260
87,119.756759644
88,208.891891479
89,141.567565918
90,155.189193726
91,157.891891479
92,110.945945740
93,120.081077576
94,161.378372192
95,154.189193726
96,118.810813904
97,91.459457397
98,140.837844849
99,177.513519287
100,146.837844849
101,125.054054260
102,108.810813904
103,135.648651123
104,80.108108521
105,115.945945740
106,91.540542603
107,119.054054260
108,149.729736328
109,166.486480713
110,124.945945740
111,171.324325562
112,187.081085205
113,149.783782959
114,114.486488342
115,167.837844849
116,138.189193726
117,159.621627808
118,151.432434082
119,72.108108521
120,137.567565918
121,137.459457397
122,151.540542603
123,156.027023315
124,211.405410767
125,101.243240356
126,120.189186096
127,108.810813904
128,122.297294617
129,86.621620178
130,141.378372192
131,101.270271301
132,149.675674438
133,114.459457397
134,199.459457397
135,142.432434082
136,118.243240356
137,111.621620178
138,131.405410767
139,175.405410767
140,144.918914795
141,156.972976685
142,148.486480713
143,182.081085205
144,122.378379822
145,121.675674438
146,147.540542603
147,153.540542603
148,158.945953369
149,134.270263672
150,144.594589233
151,105.054054260
152,81.081077576
153,109.189186096
154,176.054046631
155,192.432434082
156,144.108108521
157,155.918914795
158,112.378379822
159,145.081085205
160,155.432434082
161,128.216217041
162,254.270263672
163,191.135131836
164,180.783782959
165,120.729728699
166,83.972976685
167,169.729736328
168,182.864868164
169,133.648651123
170,179.081085205
171,133.243240356
172,140.432434082
173,177.621627808
174,66.027023315
175,180.756759644
176,143.135131836
177,139.189193726
178,145.918914795
179,177.513519287
180,195.945953369
181,131.621627808
182,166.135131836
183,141.864868164
184,135.324325562
185,156.837844849
186,134.702697754
187,174.675674438
188,161.324325562
189,173.675674438
190,156.918914795
191,175.216217041
192,202.621627808
193,100.027023315
194,204.432434082
195,117.216217041
196,166.729736328
197,101.459457397
198,149.027023315
199,143.351348877
200,147.162155151
201,220.891891479
202,154.675674438
203,169.918914795
204,127.432434082
205,135.297302246
206,169.972976685
207,182.216217041
208,203.108108521
209,142.486480713
210,172.648651123
211,127.837837219
212,140.189193726
213,115.297294617
214,161.108108521
215,89.810813904
216,167.081085205
217,151.378372192
218,153.162155151
219,128.918914795
220,228.621627808
221,160.297302246
222,138.324325562
223,123.864868164
224,211.270263672
225,186.243240356
226,198.162155151
227,165.108108521
228,155.189193726
229,159.621627808
230,200.405410767
231,142.216217041
232,176.729736328
233,160.837844849
234,271.324310303
235,165.783782959
236,235.486480713
237,171.621627808
238,179.216217041
239,308.027038574
240,507.540527344
241,807.702697754
242,879.648620605
243,1167.054077148
244,1244.054077148
245,1077.000000000
246,998.378356934
247,933.729736328
248,1015.486511230
249,989.594604492
250,971.297302246
251,884.810791016
252,888.864868164
253,858.972961426
254,877.702697754
255,827.756774902
256,640.648620605
257,689.027038574
258,699.081054688
259,676.729736328
260,696.054077148
261,796.864868164
262,747.162170410
263,1066.216186523
264,962.864868164
265,888.567565918
266,1160.135131836
267,1011.918945312
268,1089.621582031
269,1003.108093262
270,955.000000000
271,870.540527344
272,957.081054688
273,743.864868164
274,571.540527344
275,455.243255615
276,306.216217041
277,205.000000000
278,250.945953369
279,195.702697754
280,201.756759644
281,143.837844849
282,188.297302246
283,166.567565918
284,183.729736328
285,150.891891479
286,214.270263672
287,175.216217041
