[cm],Mean
0,280.702697754
1,185.000000000
2,268.810821533
3,268.081085205
4,305.000000000
5,342.324310303
6,188.810806274
7,354.810821533
8,345.135131836
9,227.702697754
10,311.216217041
11,201.837844849
12,338.648651123
13,207.351348877
14,577.972961426
15,334.891906738
16,318.540527344
17,252.351348877
18,300.756744385
19,342.297302246
20,288.081085205
21,436.972961426
22,188.675674438
23,278.108093262
24,478.189178467
25,313.054046631
26,321.756744385
27,336.540527344
28,296.189178467
29,261.027038574
30,540.324340820
31,471.162170410
32,321.000000000
33,330.432434082
34,363.486480713
35,272.675689697
36,420.054046631
37,335.540527344
38,448.810821533
39,472.621612549
40,312.243255615
41,414.513519287
42,429.918914795
43,409.648651123
44,301.567565918
45,262.135131836
46,324.945953369
47,303.081085205
48,365.621612549
49,437.054046631
50,369.972961426
51,367.810821533
52,463.675689697
53,381.054046631
54,343.432434082
55,588.297302246
56,371.162170410
57,614.702697754
58,436.135131836
59,389.351348877
60,507.459472656
61,408.162170410
62,423.297302246
63,343.540527344
64,434.756744385
65,247.675674438
66,367.567565918
67,405.513519287
68,622.567565918
69,458.054046631
70,492.243255615
71,455.351348877
72,342.027038574
73,587.459472656
74,365.486480713
75,447.621612549
76,519.729736328
77,507.486480713
78,548.324340820
79,317.324310303
80,443.297302246
81,740.108093262
82,449.702697754
83,582.513488770
84,442.216217041
85,658.459472656
86,621.000000000
87,458.108093262
88,616.918945312
89,504.972961426
90,517.756774902
91,564.675659180
92,414.054046631
93,414.162170410
94,593.675659180
95,541.729736328
96,424.432434082
97,444.243255615
98,400.324310303
99,452.108093262
100,236.000000000
101,407.891906738
102,441.432434082
103,441.351348877
104,308.351348877
105,430.918914795
106,459.270263672
107,473.162170410
108,636.432434082
109,736.243225098
110,556.162170410
111,555.675659180
112,588.648620605
113,653.945922852
114,338.486480713
115,417.486480713
116,633.567565918
117,487.837829590
118,543.324340820
119,648.216186523
120,343.756744385
121,410.810821533
122,370.810821533
123,415.189178467
124,371.000000000
125,370.405395508
126,563.108093262
127,425.972961426
128,492.513519287
129,404.459472656
130,408.189178467
131,418.243255615
132,490.918914795
133,497.621612549
134,405.540527344
135,533.486511230
136,506.486480713
137,499.000000000
138,565.162170410
139,538.378356934
140,481.378387451
141,316.621612549
142,455.081085205
143,248.783782959
144,464.837829590
145,310.405395508
146,521.459472656
147,441.135131836
148,411.027038574
149,465.729736328
150,556.270263672
151,597.459472656
152,775.783813477
153,411.162170410
154,521.216186523
155,688.864868164
156,427.702697754
157,495.027038574
158,748.432434082
159,587.837829590
160,596.513488770
161,574.432434082
162,607.756774902
163,531.648620605
164,642.972961426
165,602.135131836
166,755.135131836
167,637.027038574
168,578.270263672
169,686.162170410
170,421.135131836
171,657.729736328
172,647.216186523
173,561.432434082
174,411.945953369
175,530.702697754
176,661.324340820
177,710.243225098
178,506.702697754
179,700.000000000
180,721.054077148
181,649.216186523
182,583.027038574
183,408.594604492
184,295.891906738
185,409.378387451
186,462.837829590
187,809.837829590
188,670.432434082
189,388.810821533
190,589.162170410
191,641.567565918
192,415.000000000
193,708.297302246
194,634.189208984
195,630.621643066
196,583.162170410
197,566.810791016
198,735.513488770
199,668.000000000
200,651.702697754
201,915.972961426
202,804.783813477
203,689.054077148
204,569.486511230
205,820.648620605
206,699.567565918
207,856.135131836
208,488.675689697
209,547.216186523
210,518.702697754
211,563.351379395
212,826.972961426
213,650.270263672
214,698.270263672
215,495.513519287
216,549.162170410
217,531.243225098
218,626.243225098
219,597.540527344
220,544.729736328
221,542.972961426
222,508.567565918
223,380.081085205
224,693.972961426
225,649.513488770
226,788.351379395
227,623.027038574
228,470.864868164
229,683.945922852
230,691.162170410
231,623.702697754
232,599.675659180
233,697.810791016
234,546.513488770
235,751.459472656
236,799.297302246
237,1062.378417969
238,975.783813477
239,1084.513549805
240,1421.540527344
241,1296.108154297
242,1582.648681641
243,1742.702758789
244,1840.000000000
245,1857.459472656
246,1550.783813477
247,1368.621582031
248,1345.108154297
249,1440.756713867
250,1715.026977539
251,1859.837890625
252,1536.000000000
253,1480.026977539
254,1311.648681641
255,1288.837890625
256,1537.405395508
257,1246.486450195
258,1380.675659180
259,1347.351318359
260,1256.783813477
261,1384.081054688
262,1523.621582031
263,1663.405395508
264,1823.189208984
265,1958.810791016
266,1792.648681641
267,2212.405517578
268,2290.513427734
269,2050.108154297
270,1823.270263672
271,1873.945922852
272,1954.756713867
273,1647.891845703
274,1427.594604492
275,791.243225098
276,679.081054688
277,324.081085205
278,325.378387451
279,256.243255615
280,319.000000000
281,239.810806274
282,257.864868164
283,176.729736328
284,241.054046631
285,269.378387451
286,199.702697754
287,222.594589233
