[cm],Mean
0,619.513488770
1,555.162170410
2,342.270263672
3,506.243255615
4,414.000000000
5,341.027038574
6,404.891906738
7,418.918914795
8,355.054046631
9,456.000000000
10,464.243255615
11,446.972961426
12,526.594604492
13,383.756744385
14,422.594604492
15,458.054046631
16,371.729736328
17,258.135131836
18,599.702697754
19,466.513519287
20,471.648651123
21,454.945953369
22,526.054077148
23,568.189208984
24,759.513488770
25,544.297302246
26,407.972961426
27,562.756774902
28,630.162170410
29,926.243225098
30,775.891906738
31,512.108093262
32,675.567565918
33,669.648620605
34,609.243225098
35,872.459472656
36,527.675659180
37,566.081054688
38,845.702697754
39,752.756774902
40,421.702697754
41,820.405395508
42,588.243225098
43,573.972961426
44,519.054077148
45,609.054077148
46,744.243225098
47,663.567565918
48,734.405395508
49,888.837829590
50,869.405395508
51,930.486511230
52,859.054077148
53,737.054077148
54,1031.405395508
55,979.837829590
56,727.567565918
57,999.432434082
58,787.432434082
59,722.891906738
60,1136.864868164
61,1159.189208984
62,885.567565918
63,1000.405395508
64,942.216186523
65,748.324340820
66,1065.513549805
67,986.378356934
68,991.621643066
69,861.486511230
70,1319.567626953
71,802.135131836
72,762.675659180
73,674.594604492
74,1155.081054688
75,1353.000000000
76,1002.405395508
77,1316.054077148
78,1161.702758789
79,1204.675659180
80,1075.324340820
81,1252.567626953
82,1350.026977539
83,1488.621582031
84,1334.675659180
85,1341.594604492
86,989.459472656
87,1719.432373047
88,1413.026977539
89,1514.648681641
90,1226.243286133
91,1520.351318359
92,1202.378417969
93,883.648620605
94,1021.594604492
95,1298.162109375
96,1419.405395508
97,1452.729736328
98,1190.054077148
99,1693.783813477
100,1192.891845703
101,1043.135131836
102,1460.540527344
103,1161.324340820
104,1119.189208984
105,1336.297241211
106,1290.729736328
107,1445.324340820
108,1387.405395508
109,1265.189208984
110,1420.594604492
111,1250.594604492
112,1347.594604492
113,1511.081054688
114,1682.540527344
115,1226.837890625
116,1415.621582031
117,1561.837890625
118,1514.026977539
119,1351.973022461
120,1386.594604492
121,1419.000000000
122,1240.648681641
123,1792.702758789
124,1190.243286133
125,1395.702758789
126,1205.459472656
127,1338.432373047
128,1081.000000000
129,1378.405395508
130,1720.594604492
131,1344.135131836
132,1328.405395508
133,1194.864868164
134,1600.594604492
135,1314.054077148
136,1212.918945312
137,1394.026977539
138,1287.297241211
139,1467.702758789
140,1589.783813477
141,1323.513549805
142,1484.973022461
143,1700.108154297
144,1381.945922852
145,1704.918945312
146,1435.162109375
147,1431.270263672
148,2043.891845703
149,1774.243286133
150,1883.026977539
151,1765.054077148
152,1548.297241211
153,1754.540527344
154,1877.973022461
155,1989.756713867
156,2146.027099609
157,2347.594482422
158,2219.540527344
159,2132.027099609
160,1745.081054688
161,2188.405517578
162,1954.297241211
163,2106.081054688
164,2182.351318359
165,1832.567626953
166,2239.189208984
167,1721.945922852
168,2016.459472656
169,2039.648681641
170,1994.540527344
171,1999.540527344
172,1701.540527344
173,2356.648681641
174,1860.054077148
175,2214.351318359
176,2233.135253906
177,2497.027099609
178,2212.946044922
179,2031.108154297
180,2457.486572266
181,1851.351318359
182,2260.675781250
183,2321.837890625
184,2094.351318359
185,2051.108154297
186,2695.405517578
187,2143.946044922
188,2554.053955078
189,2311.946044922
190,2091.891845703
191,2225.405517578
192,2816.648681641
193,2665.162109375
194,2487.297363281
195,2517.378417969
196,2777.378417969
197,2555.594482422
198,2979.000000000
199,2885.946044922
200,2730.513427734
201,2820.567626953
202,2552.729736328
203,3059.351318359
204,3236.162109375
205,2805.567626953
206,2960.324218750
207,2855.783691406
208,3093.837890625
209,2842.702636719
210,2767.081054688
211,2977.216308594
212,2523.135253906
213,2608.486572266
214,3011.783691406
215,3073.324218750
216,3047.432373047
217,2819.243164062
218,3190.432373047
219,2650.567626953
220,2521.810791016
221,2900.540527344
222,3328.594482422
223,3134.594482422
224,2653.053955078
225,2720.594482422
226,2577.351318359
227,2828.351318359
228,3342.162109375
229,2731.918945312
230,3109.756835938
231,3049.756835938
232,3192.675781250
233,3956.946044922
234,4006.810791016
235,4315.945800781
236,4422.216308594
237,4841.702636719
238,5433.486328125
239,4760.162109375
240,5343.324218750
241,5678.054199219
242,5840.351562500
243,6536.837890625
244,7247.378417969
245,7671.270507812
246,8004.729492188
247,6965.135253906
248,5430.324218750
249,4075.459472656
250,4210.297363281
251,3341.324218750
252,1403.513549805
253,814.459472656
254,725.540527344
255,321.729736328
256,515.405395508
257,537.810791016
258,444.243255615
259,362.324310303
260,586.054077148
261,436.459472656
262,371.108093262
263,437.135131836
264,537.027038574
265,452.297302246
266,491.945953369
267,649.891906738
268,356.891906738
269,480.216217041
270,366.378387451
271,577.297302246
272,448.432434082
273,815.621643066
274,496.756744385
275,676.162170410
276,394.567565918
277,560.729736328
278,636.081054688
279,429.378387451
280,463.540527344
