[cm],Mean
0,88.027023315
1,95.945945740
2,87.081077576
3,39.891891479
4,98.027023315
5,94.621620178
6,114.243240356
7,94.000000000
8,107.324325562
9,95.189186096
10,106.594596863
11,140.405410767
12,156.324325562
13,122.378379822
14,169.486480713
15,84.189186096
16,93.837837219
17,95.567565918
18,68.027023315
19,92.702705383
20,119.432434082
21,99.783782959
22,133.567565918
23,83.027023315
24,73.675674438
25,130.972976685
26,145.972976685
27,57.486488342
28,110.459457397
29,99.756759644
30,96.378379822
31,116.864868164
32,92.432434082
33,137.756759644
34,104.783782959
35,95.216217041
36,88.270271301
37,107.405403137
38,102.972976685
39,89.945945740
40,144.351348877
41,102.027023315
42,93.459457397
43,84.351348877
44,119.594596863
45,84.945945740
46,125.837837219
47,68.189186096
48,102.702705383
49,155.108108521
50,109.243240356
51,81.918922424
52,125.837837219
53,93.378379822
54,110.567565918
55,107.621620178
56,70.756759644
57,128.756759644
58,58.324325562
59,74.972976685
60,91.837837219
61,109.135131836
62,95.918922424
63,131.351348877
64,103.864868164
65,97.972976685
66,151.648651123
67,68.324325562
68,155.756759644
69,142.378372192
70,106.945945740
71,157.486480713
72,185.594589233
73,146.729736328
74,102.864868164
75,94.945945740
76,129.135131836
77,128.405410767
78,154.810806274
79,96.702705383
80,106.594596863
81,149.810806274
82,159.594589233
83,181.918914795
84,130.648651123
85,112.405403137
86,153.837844849
87,124.972976685
88,158.027023315
89,108.621620178
90,136.243240356
91,156.918914795
92,154.756759644
93,90.000000000
94,133.054046631
95,131.621627808
96,84.243240356
97,151.405410767
98,101.324325562
99,126.675674438
100,174.189193726
101,96.837837219
102,128.837844849
103,111.891891479
104,152.270263672
105,182.000000000
106,91.864868164
107,156.486480713
108,106.081077576
109,117.135131836
110,110.216217041
111,175.027023315
112,101.486488342
113,124.729728699
114,133.000000000
115,97.594596863
116,218.621627808
117,145.459457397
118,138.729736328
119,103.000000000
120,144.432434082
121,125.324325562
122,149.837844849
123,129.324325562
124,140.648651123
125,139.054046631
126,105.432434082
127,131.054046631
128,133.864868164
129,114.675674438
130,161.945953369
131,163.540542603
132,160.594589233
133,120.972976685
134,128.837844849
135,131.675674438
136,107.621620178
137,117.162162781
138,107.270271301
139,134.027023315
140,199.594589233
141,179.135131836
142,176.945953369
143,203.810806274
144,154.702697754
145,144.918914795
146,200.027023315
147,171.810806274
148,164.135131836
149,153.810806274
150,131.000000000
151,161.702697754
152,134.432434082
153,163.324325562
154,92.216217041
155,171.486480713
156,111.243240356
157,142.270263672
158,130.513519287
159,130.189193726
160,166.243240356
161,171.918914795
162,213.189193726
163,174.918914795
164,183.837844849
165,94.432434082
166,158.891891479
167,147.810806274
168,137.810806274
169,151.189193726
170,107.567565918
171,99.000000000
172,194.405410767
173,117.891891479
174,108.648651123
175,143.081085205
176,102.675674438
177,189.351348877
178,77.891891479
179,176.189193726
180,168.702697754
181,152.189193726
182,111.621620178
183,157.108108521
184,155.783782959
185,134.405410767
186,162.081085205
187,122.513511658
188,181.486480713
189,172.027023315
190,200.000000000
191,198.729736328
192,160.729736328
193,139.729736328
194,134.081085205
195,143.540542603
196,129.513519287
197,156.783782959
198,126.702705383
199,161.891891479
200,156.054046631
201,213.621627808
202,114.594596863
203,217.000000000
204,146.135131836
205,95.621620178
206,126.702705383
207,132.675674438
208,116.054054260
209,135.783782959
210,121.810813904
211,164.027023315
212,89.081077576
213,112.972976685
214,87.783782959
215,69.027023315
216,85.081077576
217,119.405403137
218,159.810806274
219,127.027023315
220,174.270263672
221,163.135131836
222,173.918914795
223,161.297302246
224,114.837837219
225,141.972976685
226,169.405410767
227,177.783782959
228,235.000000000
229,396.189178467
230,306.162170410
231,247.135131836
232,146.081085205
233,143.756759644
234,89.891891479
235,151.810806274
236,160.054046631
237,186.108108521
238,108.486488342
239,114.837837219
240,141.783782959
241,90.918922424
242,133.162155151
243,164.675674438
244,124.756759644
245,154.756759644
246,90.324325562
247,156.945953369
248,202.027023315
249,137.135131836
250,136.810806274
251,138.000000000
252,153.594589233
253,181.216217041
254,131.945953369
255,140.513519287
256,116.405403137
257,220.243240356
258,122.378379822
259,136.675674438
260,107.054054260
261,109.918922424
262,140.864868164
263,131.432434082
264,79.243240356
265,111.459457397
266,194.054046631
267,150.054046631
268,129.864868164
269,125.675674438
270,127.351348877
271,166.162155151
272,113.297294617
273,212.297302246
274,109.540542603
275,160.567565918
276,187.081085205
277,104.810813904
278,126.945945740
279,153.297302246
280,157.216217041
281,78.756759644
282,142.432434082
283,192.162155151
284,163.324325562
285,176.567565918
286,152.027023315
287,135.243240356
288,125.324325562
289,148.189193726
290,190.297302246
291,224.702697754
292,538.756774902
293,610.675659180
294,744.729736328
295,1036.026977539
296,1490.973022461
297,1803.405395508
298,1718.189208984
299,1702.270263672
300,1316.783813477
301,1485.000000000
302,1036.486450195
303,660.270263672
304,310.297302246
305,269.108093262
306,281.351348877
307,218.837844849
