[cm],Mean
0,171.540542603
1,114.135131836
2,190.135131836
3,132.837844849
4,178.135131836
5,111.459457397
6,185.000000000
7,135.594589233
8,135.648651123
9,122.918922424
10,177.162155151
11,118.972976685
12,105.783782959
13,109.108108521
14,155.972976685
15,162.459457397
16,117.621620178
17,106.621620178
18,148.972976685
19,116.135131836
20,84.594596863
21,110.189186096
22,57.702701569
23,138.702697754
24,129.405410767
25,150.513519287
26,111.540542603
27,148.027023315
28,108.594596863
29,152.108108521
30,172.594589233
31,107.567565918
32,171.297302246
33,202.189193726
34,165.081085205
35,117.459457397
36,196.783782959
37,145.810806274
38,258.972961426
39,184.378372192
40,97.891891479
41,101.756759644
42,132.648651123
43,115.756759644
44,104.351348877
45,106.594596863
46,104.783782959
47,118.891891479
48,107.486488342
49,81.459457397
50,138.729736328
51,136.162155151
52,94.135131836
53,142.297302246
54,127.216217041
55,95.000000000
56,95.351348877
57,99.243240356
58,97.162162781
59,118.162162781
60,78.000000000
61,139.297302246
62,125.540542603
63,131.891891479
64,135.297302246
65,159.756759644
66,143.756759644
67,162.864868164
68,95.513511658
69,151.027023315
70,124.135131836
71,111.108108521
72,130.189193726
73,123.108108521
74,177.945953369
75,155.864868164
76,142.729736328
77,87.945945740
78,123.135131836
79,131.000000000
80,182.162155151
81,142.432434082
82,139.918914795
83,115.891891479
84,144.756759644
85,192.270263672
86,184.216217041
87,117.459457397
88,166.837844849
89,95.108108521
90,137.621627808
91,145.783782959
92,193.810806274
93,151.675674438
94,119.081077576
95,124.783782959
96,112.297294617
97,149.405410767
98,142.459457397
99,147.270263672
100,153.297302246
101,128.162155151
102,121.513511658
103,127.945945740
104,153.783782959
105,128.216217041
106,95.270271301
107,110.972976685
108,112.486488342
109,123.027023315
110,192.891891479
111,154.189193726
112,169.972976685
113,146.459457397
114,155.810806274
115,249.432434082
116,106.459457397
117,174.810806274
118,163.027023315
119,165.216217041
120,178.243240356
121,139.810806274
122,141.648651123
123,203.783782959
124,190.405410767
125,169.108108521
126,158.162155151
127,177.162155151
128,115.945945740
129,187.810806274
130,126.945945740
131,133.108108521
132,129.864868164
133,157.540542603
134,240.675674438
135,148.810806274
136,138.594589233
137,158.135131836
138,150.243240356
139,177.162155151
140,179.189193726
141,123.783782959
142,132.675674438
143,116.324325562
144,152.972976685
145,121.189186096
146,190.486480713
147,151.810806274
148,142.729736328
149,150.945953369
150,189.918914795
151,142.972976685
152,151.945953369
153,152.351348877
154,189.486480713
155,140.243240356
156,109.891891479
157,105.270271301
158,176.972976685
159,112.729728699
160,233.567565918
161,231.918914795
162,155.729736328
163,162.135131836
164,165.648651123
165,215.513519287
166,174.000000000
167,188.081085205
168,145.270263672
169,181.270263672
170,142.945953369
171,173.243240356
172,185.945953369
173,200.027023315
174,188.243240356
175,218.972976685
176,134.135131836
177,186.621627808
178,145.756759644
179,159.324325562
180,155.459457397
181,232.756759644
182,155.486480713
183,226.702697754
184,192.837844849
185,145.081085205
186,147.675674438
187,169.216217041
188,239.675674438
189,196.459457397
190,179.486480713
191,155.081085205
192,199.648651123
193,245.891891479
194,311.432434082
195,509.837829590
196,632.324340820
197,806.675659180
198,1023.297302246
199,1413.108154297
200,1355.918945312
201,1460.756713867
202,1670.729736328
203,1400.675659180
204,1205.783813477
205,1124.459472656
206,994.837829590
207,816.081054688
208,562.243225098
209,584.459472656
210,486.945953369
211,202.945953369
212,236.135131836
213,207.648651123
214,215.729736328
215,240.027023315
216,154.945953369
217,208.000000000
218,237.297302246
219,221.621627808
220,220.675674438
221,206.027023315
222,191.135131836
223,198.486480713
224,217.000000000
225,218.162155151
226,152.027023315
227,252.837844849
228,169.594589233
229,223.891891479
230,227.513519287
