[cm],Mean
216,148.000000000
217,131.324325562
218,150.081085205
219,89.567565918
220,114.054054260
221,133.297302246
222,110.297294617
223,166.459457397
224,142.918914795
225,190.513519287
226,168.486480713
227,212.702697754
228,200.378372192
229,148.567565918
230,122.891891479
231,127.783782959
232,173.351348877
233,139.000000000
234,199.189193726
235,162.081085205
236,215.810806274
237,243.648651123
238,147.216217041
239,143.054046631
240,175.891891479
241,183.945953369
242,184.108108521
243,124.702705383
244,272.648651123
245,204.297302246
246,181.135131836
247,196.405410767
248,216.486480713
249,214.675674438
250,298.540527344
251,198.945953369
252,262.405395508
253,264.081085205
254,181.972976685
255,185.216217041
256,194.945953369
257,246.864868164
258,214.972976685
259,158.837844849
260,116.432434082
261,244.027023315
262,223.513519287
263,159.837844849
264,161.432434082
265,220.486480713
266,241.378372192
267,194.162155151
268,189.648651123
269,213.459457397
270,245.837844849
271,225.783782959
272,145.513519287
273,228.567565918
274,265.621612549
275,183.054046631
276,151.513519287
277,210.621627808
278,186.702697754
279,206.837844849
280,240.702697754
281,185.864868164
282,175.405410767
283,227.162155151
284,204.432434082
285,213.216217041
286,118.135131836
287,197.459457397
288,204.324325562
289,186.891891479
290,257.081085205
291,159.162155151
292,247.378372192
293,221.540542603
294,178.405410767
295,280.351348877
296,212.810806274
297,280.000000000
298,186.162155151
299,164.432434082
300,283.864868164
301,174.621627808
302,116.648651123
303,117.837837219
304,220.000000000
305,124.621620178
306,156.729736328
307,198.135131836
308,160.243240356
309,223.432434082
310,274.675689697
311,239.027023315
312,284.000000000
313,166.864868164
314,231.729736328
315,161.837844849
316,188.405410767
317,154.459457397
318,228.243240356
319,132.648651123
320,163.783782959
321,270.459472656
322,180.405410767
323,135.000000000
324,261.594604492
325,305.081085205
326,242.567565918
327,206.783782959
328,244.783782959
329,203.621627808
330,166.621627808
331,252.324325562
332,347.945953369
333,275.675689697
334,251.162155151
335,141.891891479
336,150.216217041
337,295.297302246
338,257.675689697
339,402.027038574
340,581.162170410
341,868.108093262
342,1181.459472656
343,1453.405395508
344,1949.135131836
345,2187.783691406
346,2018.891845703
347,2642.594482422
348,2637.081054688
349,2765.756835938
350,3089.729736328
351,3134.675781250
352,3470.783691406
353,3379.513427734
354,3579.027099609
355,3668.648681641
356,3165.000000000
357,3071.946044922
358,2877.702636719
359,2578.324218750
360,2736.918945312
361,2532.513427734
362,2811.972900391
363,2790.378417969
364,2474.459472656
365,1753.162109375
366,1196.351318359
367,772.081054688
368,533.972961426
369,467.189178467
370,273.675689697
371,210.891891479
372,292.621612549
373,232.594589233
374,273.837829590
375,144.135131836
376,123.135131836
377,252.756759644
