[cm],Mean
0,169.027023315
1,176.351348877
2,108.162162781
3,207.864868164
4,230.027023315
5,175.378372192
6,125.891891479
7,157.081085205
8,190.783782959
9,208.621627808
10,202.675674438
11,216.027023315
12,175.621627808
13,178.189193726
14,176.540542603
15,199.189193726
16,199.027023315
17,152.081085205
18,206.243240356
19,232.648651123
20,186.540542603
21,204.486480713
22,179.837844849
23,239.054046631
24,157.864868164
25,92.729728699
26,122.459457397
27,168.567565918
28,222.405410767
29,251.756759644
30,178.756759644
31,191.054046631
32,117.486488342
33,173.351348877
34,226.000000000
35,192.675674438
36,172.081085205
37,177.135131836
38,104.432434082
39,151.189193726
40,127.891891479
41,202.216217041
42,170.216217041
43,136.864868164
44,176.540542603
45,115.756759644
46,135.648651123
47,167.891891479
48,203.891891479
49,115.783782959
50,118.621620178
51,111.297294617
52,150.270263672
53,163.810806274
54,171.189193726
55,167.108108521
56,157.054046631
57,150.810806274
58,161.297302246
59,183.405410767
60,233.081085205
61,183.189193726
62,163.054046631
63,225.081085205
64,184.837844849
65,155.702697754
66,186.891891479
67,150.675674438
68,230.702697754
69,191.918914795
70,120.702705383
71,135.108108521
72,137.135131836
73,103.027023315
74,77.567565918
75,164.837844849
76,145.000000000
77,110.054054260
78,125.270271301
79,107.189186096
80,131.459457397
81,92.216217041
82,171.513519287
83,135.216217041
84,105.783782959
85,145.297302246
86,134.297302246
87,159.189193726
88,62.702701569
89,126.945945740
90,158.513519287
91,108.297294617
92,88.162162781
93,94.702705383
94,114.000000000
95,164.783782959
96,221.243240356
97,182.945953369
98,204.594589233
99,135.891891479
100,156.810806274
101,140.567565918
102,104.783782959
103,150.594589233
104,142.351348877
105,182.567565918
106,155.000000000
107,129.405410767
108,140.135131836
109,179.459457397
110,132.270263672
111,166.000000000
112,134.216217041
113,147.108108521
114,143.243240356
115,206.756759644
116,159.513519287
117,187.081085205
118,185.972976685
119,163.054046631
120,231.972976685
121,173.243240356
122,208.486480713
123,117.081077576
124,201.297302246
125,228.378372192
126,222.594589233
127,149.189193726
128,176.162155151
129,206.756759644
130,188.324325562
131,166.675674438
132,206.351348877
133,170.459457397
134,174.297302246
135,192.972976685
136,133.648651123
137,120.054054260
138,107.756759644
139,119.351348877
140,162.621627808
141,180.702697754
142,201.108108521
143,177.351348877
144,109.135131836
145,109.135131836
146,174.486480713
147,201.297302246
148,171.945953369
149,162.378372192
150,156.594589233
151,193.378372192
152,75.729728699
153,166.054046631
154,126.594596863
155,211.783782959
156,109.351348877
157,176.972976685
158,153.000000000
159,144.729736328
160,164.810806274
161,136.108108521
162,147.162155151
163,122.027023315
164,196.135131836
165,189.486480713
166,92.027023315
167,118.351348877
168,160.810806274
169,216.540542603
170,227.864868164
171,161.405410767
172,216.837844849
173,192.135131836
174,118.594596863
175,190.540542603
176,202.108108521
177,200.243240356
178,169.297302246
179,182.594589233
180,192.594589233
181,219.324325562
182,138.486480713
183,223.783782959
184,195.594589233
185,247.702697754
186,240.621627808
187,131.000000000
188,184.486480713
189,130.540542603
190,160.297302246
191,157.729736328
192,127.675674438
193,145.945953369
194,134.486480713
195,140.243240356
196,156.324325562
197,199.297302246
198,165.081085205
199,163.270263672
200,181.027023315
201,165.405410767
202,240.432434082
203,172.081085205
204,132.648651123
205,284.405395508
206,122.594596863
207,216.783782959
208,255.162155151
209,163.027023315
210,191.351348877
211,216.108108521
212,187.459457397
213,211.972976685
214,120.324325562
215,145.621627808
