[cm],Mean
137,1004.891906738
138,1226.945922852
139,924.378356934
140,676.513488770
141,1036.216186523
142,1087.081054688
143,1151.810791016
144,809.243225098
145,1178.783813477
146,866.567565918
147,829.486511230
148,781.135131836
149,837.324340820
150,952.486511230
151,1114.216186523
152,1047.351318359
153,909.405395508
154,984.054077148
155,1130.756713867
156,855.189208984
157,786.918945312
158,954.432434082
159,977.837829590
160,797.783813477
161,929.297302246
162,837.729736328
163,1235.135131836
164,1264.973022461
165,860.675659180
166,883.513488770
167,871.351379395
168,880.297302246
169,1067.973022461
170,1139.135131836
171,1005.162170410
172,683.945922852
173,1209.945922852
174,891.351379395
175,1210.594604492
176,1071.297241211
177,1180.621582031
178,942.351379395
179,1133.864868164
180,1154.216186523
181,866.702697754
182,824.621643066
183,1029.918945312
184,948.648620605
185,1161.459472656
186,1365.351318359
187,1218.243286133
188,991.378356934
189,1034.026977539
190,963.594604492
191,946.270263672
192,899.162170410
193,910.108093262
194,894.324340820
195,950.648620605
196,1344.702758789
197,1013.837829590
198,1196.810791016
199,1148.135131836
200,1234.621582031
201,1454.891845703
202,1223.297241211
203,1292.432373047
204,1304.702758789
205,1238.675659180
206,1490.810791016
207,1063.648681641
208,1158.081054688
209,1412.973022461
210,1296.000000000
211,1276.432373047
212,1252.837890625
213,1152.702758789
214,1444.540527344
215,1065.945922852
216,910.864868164
217,1341.270263672
218,971.675659180
219,1393.270263672
220,1247.621582031
221,1014.000000000
222,1142.189208984
223,1376.189208984
224,1218.783813477
225,1318.783813477
226,1207.918945312
227,1364.297241211
228,1133.459472656
229,941.216186523
230,904.216186523
231,977.594604492
232,1469.973022461
233,1162.351318359
234,1047.351318359
235,1096.540527344
236,1366.324340820
237,1475.270263672
238,1115.189208984
239,960.783813477
240,1046.108154297
241,1268.270263672
242,1176.918945312
243,1381.891845703
244,1519.378417969
245,1528.054077148
246,1427.243286133
247,1109.026977539
248,1574.675659180
249,1490.783813477
250,1336.270263672
251,1550.026977539
252,1947.432373047
253,1777.054077148
254,1164.648681641
255,1842.054077148
256,1648.405395508
257,1387.351318359
258,1929.973022461
259,1528.621582031
260,1509.216186523
261,1599.459472656
262,1327.918945312
263,1504.270263672
264,1424.756713867
265,1691.000000000
266,1437.945922852
267,1300.378417969
268,1366.648681641
269,1533.378417969
270,1476.216186523
271,1477.026977539
272,1435.216186523
273,1671.486450195
274,1735.081054688
275,1604.189208984
276,1460.189208984
277,1776.702758789
278,1364.540527344
279,1429.810791016
280,1593.918945312
281,1468.054077148
282,1419.513549805
283,1710.486450195
284,1421.973022461
285,1711.000000000
286,1747.540527344
287,1738.081054688
288,1912.026977539
289,1569.081054688
290,1675.270263672
291,1594.486450195
292,1467.540527344
293,1867.162109375
294,1583.135131836
295,1506.973022461
296,1763.000000000
297,1525.405395508
298,1689.973022461
299,1208.243286133
300,1669.351318359
301,1638.243286133
302,1537.216186523
303,1237.432373047
304,1383.540527344
305,1400.459472656
306,1620.648681641
307,1329.000000000
308,1282.567626953
309,1561.135131836
310,1899.702758789
311,1770.000000000
312,1658.081054688
313,1506.756713867
314,1632.297241211
315,1896.594604492
316,2088.459472656
317,2102.486572266
318,2037.973022461
319,1979.540527344
320,1678.513549805
321,1755.189208984
322,2056.270263672
323,2010.459472656
324,1932.054077148
325,1893.405395508
326,2175.783691406
327,1962.891845703
328,1787.567626953
329,1928.189208984
330,2223.946044922
331,2009.918945312
332,1911.540527344
333,2091.324218750
334,1954.243286133
335,2323.270263672
336,2115.053955078
337,2182.918945312
338,2863.432373047
339,2263.351318359
340,2811.243164062
341,2580.324218750
342,3621.108154297
343,4236.351562500
344,3715.972900391
345,4534.892089844
346,3951.108154297
347,3562.162109375
348,3510.297363281
349,3773.783691406
350,4705.026855469
351,4173.486328125
352,4244.729492188
353,4310.756835938
354,4126.000000000
355,4276.729492188
356,4139.459472656
357,3725.675781250
358,3503.594482422
359,3436.297363281
360,3277.594482422
361,3355.810791016
362,2755.837890625
363,2981.243164062
364,2952.567626953
365,2794.108154297
366,1839.945922852
367,1773.351318359
368,1213.945922852
369,774.405395508
370,651.783813477
371,450.270263672
372,643.918945312
373,397.054046631
374,398.918914795
375,607.675659180
376,538.783813477
377,404.270263672
