[cm],Mean
0,224.459457397
1,163.027023315
2,204.513519287
3,216.945953369
4,223.540542603
5,227.567565918
6,336.162170410
7,242.054046631
8,282.648651123
9,149.378372192
10,426.675689697
11,363.918914795
12,359.000000000
13,375.756744385
14,418.270263672
15,530.432434082
16,575.270263672
17,1166.621582031
18,972.135131836
19,1335.675659180
20,1714.648681641
21,1792.783813477
22,2161.567626953
23,1906.108154297
24,2175.053955078
25,2262.378417969
26,2273.594482422
27,2410.432373047
28,2091.946044922
29,2266.621582031
30,2267.486572266
31,2867.027099609
32,3239.594482422
33,2882.135253906
34,2610.351318359
35,2585.513427734
36,2213.270263672
37,1714.702758789
38,1369.945922852
39,1068.162109375
40,977.621643066
41,965.297302246
42,1117.864868164
43,877.729736328
44,983.027038574
45,805.081054688
