[cm],Mean
0,329.432434082
1,218.486480713
2,222.135131836
3,365.324310303
4,293.027038574
5,307.540527344
6,278.810821533
7,385.162170410
8,224.243240356
9,210.756759644
10,281.324310303
11,235.135131836
12,238.567565918
13,205.972976685
14,220.324325562
15,342.567565918
16,346.810821533
17,181.351348877
18,369.729736328
19,272.243255615
20,296.189178467
21,325.675689697
22,257.405395508
23,460.783782959
24,313.135131836
25,452.918914795
26,706.324340820
27,658.000000000
28,707.459472656
29,895.432434082
30,766.432434082
31,463.702697754
32,631.783813477
33,756.621643066
34,1090.837890625
35,1188.810791016
36,1152.864868164
37,1262.026977539
38,1278.000000000
39,1484.081054688
40,1511.081054688
41,1563.621582031
42,1825.324340820
43,1437.945922852
44,1555.405395508
45,2218.864746094
46,1679.648681641
47,1581.324340820
48,1854.675659180
49,1803.054077148
50,1366.216186523
51,1928.459472656
52,1799.459472656
53,1904.216186523
54,2140.621582031
55,2327.702636719
56,2251.000000000
57,2490.783691406
58,2562.918945312
59,2556.053955078
60,2662.540527344
61,2544.053955078
62,2532.946044922
63,2874.648681641
64,3622.053955078
65,3884.135253906
66,2886.459472656
67,2646.432373047
68,1880.189208984
69,852.000000000
70,531.459472656
71,392.756744385
72,194.459457397
73,240.189193726
74,265.405395508
75,310.675689697
76,279.810821533
77,303.540527344
78,313.216217041
79,259.135131836
80,234.243240356
