[cm],Mean
0,503.702697754
1,379.675689697
2,360.837829590
3,234.162155151
4,408.081085205
5,336.486480713
6,382.918914795
7,419.810821533
8,327.027038574
9,551.351379395
10,230.702697754
11,282.324310303
12,320.648651123
13,258.162170410
14,368.405395508
15,328.837829590
16,464.027038574
17,362.432434082
18,277.756744385
19,772.027038574
20,538.945922852
21,457.459472656
22,340.054046631
23,365.810821533
24,427.324310303
25,268.810821533
26,343.837829590
27,737.027038574
28,343.459472656
29,330.918914795
30,346.594604492
31,323.432434082
32,214.324325562
33,429.081085205
34,430.297302246
35,412.243255615
36,400.216217041
37,412.270263672
38,338.162170410
39,409.756744385
40,507.729736328
41,448.675689697
42,795.243225098
43,176.783782959
44,268.000000000
45,327.270263672
46,276.243255615
47,358.621612549
48,209.864868164
49,329.162170410
50,350.243255615
51,287.162170410
52,433.594604492
53,317.702697754
54,315.648651123
55,343.513519287
56,277.432434082
57,375.000000000
58,391.378387451
59,273.270263672
60,411.540527344
61,463.162170410
62,1404.918945312
63,2430.729736328
64,3571.053955078
65,5076.513671875
66,4770.864746094
67,4564.702636719
68,3552.297363281
69,3233.810791016
70,949.108093262
71,343.621612549
72,303.297302246
73,385.216217041
74,251.513519287
75,461.189178467
76,199.000000000
77,360.810821533
78,356.621612549
79,678.702697754
80,400.405395508
