[cm],Mean
0,301.189178467
1,305.810821533
2,452.297302246
3,356.216217041
4,331.054046631
5,356.837829590
6,235.432434082
7,308.810821533
8,292.270263672
9,309.108093262
10,288.378387451
11,228.540542603
12,219.756759644
13,342.108093262
14,278.459472656
15,333.648651123
16,857.027038574
17,306.081085205
18,324.378387451
19,299.216217041
20,285.783782959
21,395.810821533
22,263.189178467
23,150.243240356
24,103.270271301
25,310.945953369
26,219.729736328
27,244.864868164
28,248.783782959
29,288.351348877
30,183.297302246
31,189.972976685
32,242.324325562
33,335.783782959
34,321.108093262
35,848.135131836
36,2055.540527344
37,2993.621582031
38,2661.486572266
39,3645.432373047
40,3076.135253906
41,3310.108154297
42,1541.810791016
43,1205.270263672
44,367.324310303
45,298.864868164
46,172.162155151
47,333.729736328
48,263.432434082
49,219.864868164
50,229.972976685
