[cm],Mean
0,222.405410767
1,269.297302246
2,207.891891479
3,210.783782959
4,317.270263672
5,248.486480713
6,189.783782959
7,202.810806274
8,116.891891479
9,242.270263672
10,263.486480713
11,262.513519287
12,398.081085205
13,424.324310303
14,411.891906738
15,396.621612549
16,531.378356934
17,769.594604492
18,600.162170410
19,675.810791016
20,827.648620605
21,1092.459472656
22,1086.810791016
23,1054.540527344
24,960.351379395
25,863.459472656
26,887.891906738
27,917.432434082
28,1011.648620605
29,1042.621582031
30,1022.189208984
31,1005.108093262
32,1136.135131836
33,1130.594604492
34,1183.378417969
35,1092.945922852
36,1636.594604492
37,1443.459472656
38,1275.837890625
39,1295.783813477
40,1302.540527344
41,1342.675659180
42,870.567565918
43,280.108093262
44,192.135131836
45,191.243240356
46,246.837844849
47,177.567565918
48,205.567565918
49,191.891891479
50,128.405410767
