[cm],Mean
0,261.027038574
1,298.945953369
2,256.351348877
3,172.378372192
4,171.648651123
5,204.297302246
6,252.270263672
7,208.216217041
8,202.675674438
9,192.378372192
10,206.756759644
11,388.243255615
12,305.351348877
13,242.837844849
14,220.297302246
15,243.351348877
16,169.567565918
17,264.810821533
18,237.405410767
19,424.027038574
20,323.459472656
21,298.027038574
22,267.918914795
23,305.459472656
24,239.243240356
25,206.540542603
26,454.459472656
27,525.459472656
28,440.648651123
29,490.297302246
30,539.162170410
31,640.972961426
32,980.135131836
33,1164.216186523
34,1337.973022461
35,1161.162109375
36,1296.891845703
37,1336.270263672
38,1011.432434082
39,1337.837890625
40,1551.648681641
41,1866.026977539
42,1661.026977539
43,2014.135131836
44,1958.702758789
45,1378.324340820
46,1784.026977539
47,2002.702758789
48,1718.945922852
49,1966.000000000
50,1755.675659180
51,2184.405517578
52,2241.216308594
53,2202.053955078
54,2062.918945312
55,2040.810791016
56,2397.405517578
57,2454.837890625
58,2288.486572266
59,2454.405517578
60,2955.027099609
61,2705.675781250
62,2629.621582031
63,2571.891845703
64,2208.756835938
65,1507.351318359
66,524.432434082
67,473.540527344
68,426.918914795
69,278.189178467
70,240.000000000
71,443.297302246
72,228.108108521
73,228.783782959
74,398.054046631
75,235.459457397
