,Time (s),FI (a.u.)
0,-21.4848,0.016518881164271755
1,-20.2912,0.04302434629276398
2,-19.0976,0.04528217859364608
3,-17.904,0.03557541177859584
4,-16.7104,0.019037235509659814
5,-15.5168,0.0264958175763386
6,-14.3232,0.01708816301547984
7,-13.1296,0.035546463674185805
8,-11.936,0.03676222958527057
9,-10.7424,0.017512715239822077
10,-9.5488,0.04996188971695194
11,-8.3552,0.024768671470100926
12,-7.1616,0.01729078885152276
13,-5.968,0.03849901779642674
14,-4.7744,0.01688553717943693
15,-3.5808,0.025598475366528994
16,-2.3872,0.041634902650046324
17,-1.1936,0.02166172927329923
18,0.0,0.04044809573819885
19,1.1936,0.03562365498767012
20,2.3872,0.021912603766008572
21,3.5808,0.028715059667892166
22,4.7744,0.0
23,5.968,0.003685871600163408
24,7.1616,0.014772434505777686
25,8.3552,0.006522644199948514
26,9.5488,0.04081475720095617
27,10.7424,0.028936980608599353
28,11.936,0.02445990621616367
29,13.1296,0.04192437279931931
30,14.3232,0.0423875206802252
31,15.5168,0.003811306122722018
32,16.7104,0.009745367919206042
33,17.904,0.013373348758141532
34,19.0976,0.03237198861123769
35,20.2912,0.01342159196721582
36,21.4848,0.04117176566396771
37,22.6784,0.050357488389292014
38,23.872,0.019432839629592025
39,25.0656,0.007931377499738296
40,26.2592,0.0676772253452248
41,27.4528,0.005789326721669031
42,28.6464,0.02253978182639372
43,29.84,0.04977855898557328
44,31.0336,0.007863839185999744
45,32.227199999999996,0.02441166300708938
46,33.4208,0.03932882714008992
47,34.6144,0.02837735175713703
48,35.808,0.013826843639301652
49,37.001599999999996,0.0450506155480204
50,38.1952,0.03844113248243394
51,39.3888,0.04057353026075746
52,40.5824,0.05809589305273315
53,41.775999999999996,0.03584558682320456
54,42.9696,0.05142851377832665
55,44.1632,0.030606241400844236
56,45.3568,0.027315973920256024
57,46.550399999999996,0.05663891109627696
58,47.744,0.17962351099870835
59,48.9376,0.43066798791473526
60,50.1312,0.8899835189736358
61,51.324799999999996,0.9143372312966976
62,52.5184,0.9239379349590725
63,53.712,0.9911905372623284
64,54.9056,1.0
65,56.099199999999996,0.8487635101002368
66,57.2928,0.41907005026156025
67,58.4864,0.13911751905168945
68,59.68,0.028715059667892166
69,60.873599999999996,0.032323745402163415
70,62.0672,0.03526664652465857
71,63.2608,0.0670790008368418
72,64.45439999999999,0.05268286989873994
73,65.648,0.034359656762338334
74,66.8416,0.029728188848106754
75,68.0352,0.02255907693070097
